Order_ID,Warehouse,Customer_Location,Delivery_Distance_km,Transportation_Mode,Package_Weight_kg,Delivery_Priority,Weather_Condition,Traffic_Level,Warehouse_Processing_Time_min,Planned_Delivery_Time_hr,Actual_Delivery_Time_hr,Delivery_Delay
ORD10788,WH-West,West Zone,70.6,Bike,1.9,High,Clear,Medium,29.4,2.83,4.73,1
ORD10789,WH-West,Suburban,77.3,Bike,17.2,High,Clear,High,27.5,3.27,5.66,1
ORD10790,WH-East,North Zone,28.6,Truck,23.0,Standard,Clear,High,8.0,1.35,2.82,1
ORD10791,WH-South,Suburban,28.4,Truck,4.5,Standard,Cloudy,Medium,17.2,1.57,1.63,0
ORD10792,WH-West,West Zone,2.6,Van,7.2,Standard,Cloudy,Medium,18.9,0.5,0.49,0
ORD10793,WH-North,City Center,55.1,Van,26.5,Standard,Clear,High,36.6,2.41,4.55,1
ORD10794,WH-West,South Zone,66.4,Truck,1.1,Urgent,Clear,High,34.1,2.91,5.34,1
ORD10795,WH-North,North Zone,13.4,Van,22.7,High,Clear,Medium,18.9,0.89,0.92,0
ORD10796,WH-East,South Zone,14.5,Van,14.5,High,Rain,Low,31.6,1.01,1.01,0
ORD10797,WH-North,West Zone,63.6,Truck,13.7,High,Storm,Medium,41.1,2.59,5.77,1
ORD10798,WH-East,North Zone,50.1,Bike,0.7,Standard,Clear,Medium,41.3,2.36,4.03,1
ORD10799,WH-North,Suburban,5.5,Express,24.7,Urgent,Clear,Medium,15.2,0.91,0.73,0
ORD10800,WH-East,East Zone,50.6,Express,11.1,High,Rain,Medium,33.5,2.64,4.72,1
ORD10801,WH-North,South Zone,26.1,Bike,16.5,High,Rain,Medium,18.4,1.44,2.53,1
ORD10802,WH-South,North Zone,30.8,Truck,20.5,High,Clear,Medium,45.8,1.69,2.65,1
ORD10803,WH-North,South Zone,62.0,Bike,21.2,Standard,Clear,Low,44.4,2.5,4.2,1
ORD10804,WH-North,North Zone,65.3,Bike,28.7,High,Clear,Medium,24.2,3.01,4.27,1
ORD10805,WH-South,City Center,33.2,Van,16.2,Standard,Cloudy,Medium,25.8,1.78,2.9,1
ORD10806,WH-West,Suburban,75.9,Truck,12.3,Standard,Clear,Low,29.5,3.15,5.53,1
ORD10807,WH-West,South Zone,33.7,Bike,28.6,Standard,Clear,Low,8.0,1.85,1.84,0
ORD10808,WH-North,East Zone,62.2,Truck,19.4,Urgent,Cloudy,Medium,42.0,2.69,4.9,1
ORD10809,WH-South,East Zone,39.7,Truck,9.3,High,Clear,Medium,31.7,1.86,1.88,0
ORD10810,WH-North,West Zone,72.0,Truck,4.2,High,Rain,Low,46.6,3.13,5.68,1
ORD10811,WH-East,North Zone,72.8,Van,25.4,High,Clear,High,21.8,2.97,4.94,1
ORD10812,WH-East,South Zone,8.8,Truck,11.2,Standard,Clear,Medium,27.6,0.94,0.91,0
ORD10813,WH-North,West Zone,75.0,Van,20.0,Urgent,Cloudy,High,19.9,3.05,5.21,1
ORD10814,WH-West,South Zone,66.4,Van,14.4,Standard,Clear,Medium,22.9,2.75,4.5,1
ORD10815,WH-West,North Zone,63.7,Van,6.4,Standard,Storm,Medium,20.8,2.67,5.69,1
ORD10816,WH-North,East Zone,17.7,Bike,18.2,Standard,Cloudy,High,47.0,1.22,2.78,1
ORD10817,WH-North,City Center,64.8,Van,2.3,High,Clear,Medium,26.6,2.74,4.21,1
ORD10818,WH-East,East Zone,68.3,Truck,12.7,High,Cloudy,Medium,36.5,2.78,5.33,1
ORD10819,WH-West,West Zone,24.6,Van,16.6,Standard,Clear,Low,30.4,1.31,1.38,0
ORD10820,WH-North,Suburban,76.3,Express,13.4,Standard,Rain,Medium,19.8,3.22,4.7,1
ORD10821,WH-East,City Center,5.9,Van,22.6,High,Clear,Low,33.0,0.57,0.6,0
ORD10822,WH-West,West Zone,13.7,Truck,24.9,Standard,Cloudy,Low,42.2,0.85,0.85,0
ORD10823,WH-South,North Zone,43.9,Express,23.3,High,Clear,Low,20.5,2.32,3.82,1
ORD10824,WH-East,City Center,46.9,Bike,1.6,Urgent,Clear,Low,47.7,2.07,3.05,1
ORD10825,WH-West,West Zone,52.3,Van,6.2,Standard,Rain,High,24.8,2.33,5.01,1
ORD10826,WH-West,North Zone,3.3,Bike,16.3,Standard,Rain,Low,29.2,0.57,1.49,1
ORD10827,WH-East,East Zone,76.9,Truck,28.1,High,Clear,Medium,41.4,3.2,5.05,1
ORD10828,WH-South,Suburban,5.5,Truck,25.1,High,Clear,High,27.0,0.77,1.75,1
ORD10829,WH-East,North Zone,13.2,Van,25.4,Standard,Rain,Medium,35.5,1.09,2.34,1
ORD10830,WH-West,South Zone,3.1,Van,9.4,Urgent,Rain,Low,34.2,0.57,1.71,1
ORD10831,WH-North,North Zone,46.2,Bike,13.2,Standard,Clear,Medium,36.6,2.0,3.22,1
ORD10832,WH-North,North Zone,74.7,Truck,14.4,Standard,Clear,Medium,8.0,3.32,4.96,1
ORD10833,WH-East,Suburban,53.9,Truck,5.1,High,Clear,Medium,13.0,2.41,3.81,1
ORD10834,WH-West,South Zone,66.2,Bike,1.4,High,Rain,High,42.4,3.07,5.84,1
ORD10835,WH-North,West Zone,3.0,Bike,28.4,Standard,Clear,High,47.4,0.5,1.73,1
ORD10836,WH-West,West Zone,44.3,Van,7.6,High,Clear,Medium,24.1,2.11,2.17,0
ORD10837,WH-East,North Zone,37.8,Bike,7.6,Standard,Rain,Medium,32.1,2.08,4.39,1
ORD10838,WH-North,South Zone,40.9,Van,3.0,Standard,Clear,Medium,38.5,1.92,1.91,0
ORD10839,WH-West,South Zone,7.6,Bike,27.9,Standard,Clear,Low,43.3,0.74,0.79,0
ORD10840,WH-North,Suburban,55.4,Bike,17.6,High,Clear,High,10.7,2.51,4.34,1
ORD10841,WH-East,East Zone,41.3,Express,20.2,Standard,Clear,Low,24.4,1.91,2.93,1
ORD10842,WH-West,West Zone,61.7,Van,27.4,Standard,Clear,Medium,31.0,2.67,3.98,1
ORD10843,WH-North,Suburban,39.9,Van,10.7,Standard,Cloudy,High,43.4,1.88,4.2,1
ORD10844,WH-East,City Center,13.7,Van,18.8,High,Clear,Medium,65.0,0.91,2.19,1
ORD10845,WH-North,West Zone,52.6,Van,1.6,High,Cloudy,Medium,32.3,2.53,4.13,1
ORD10846,WH-North,Suburban,15.4,Van,6.0,High,Rain,Medium,18.1,1.11,1.14,0
ORD10847,WH-South,West Zone,70.0,Express,25.0,Standard,Rain,High,39.8,3.03,5.89,1
ORD10848,WH-South,East Zone,49.8,Van,23.1,High,Clear,Medium,50.9,2.38,3.75,1
ORD10849,WH-East,City Center,14.3,Van,10.8,Standard,Clear,High,36.3,0.98,2.56,1
ORD10850,WH-South,East Zone,77.1,Bike,11.6,High,Clear,Low,24.1,3.16,4.58,1
ORD10851,WH-East,City Center,42.4,Truck,16.2,Urgent,Clear,High,49.5,1.94,4.04,1
ORD10852,WH-South,North Zone,7.7,Bike,0.5,Standard,Clear,High,43.0,0.78,1.87,1
ORD10853,WH-North,Suburban,50.9,Van,7.6,High,Cloudy,Low,22.7,2.19,2.27,0
ORD10854,WH-East,City Center,21.7,Truck,6.6,Standard,Clear,Medium,39.6,1.21,2.37,1
ORD10855,WH-East,East Zone,64.7,Van,7.9,Standard,Clear,Low,47.0,2.75,4.54,1
ORD10856,WH-North,West Zone,65.8,Van,24.3,Standard,Clear,Medium,49.2,3.1,5.4,1
ORD10857,WH-East,City Center,78.4,Express,8.8,Standard,Cloudy,Medium,34.2,2.97,4.37,1
ORD10858,WH-East,Suburban,41.1,Van,6.1,Standard,Clear,Medium,30.7,1.95,3.57,1
ORD10859,WH-South,City Center,37.5,Truck,15.4,High,Cloudy,Low,49.7,2.05,4.02,1
ORD10860,WH-East,South Zone,60.8,Truck,26.0,Standard,Clear,Low,20.5,2.69,4.07,1
ORD10861,WH-West,West Zone,12.3,Van,7.6,High,Rain,Low,40.3,1.03,2.39,1
ORD10862,WH-North,Suburban,44.7,Express,2.8,Standard,Rain,Medium,18.6,2.11,3.35,1
ORD10863,WH-South,Suburban,44.6,Van,11.0,Standard,Clear,Medium,47.8,2.01,3.21,1
ORD10864,WH-South,North Zone,9.0,Bike,22.6,High,Clear,High,31.9,0.55,1.68,1
ORD10865,WH-West,East Zone,34.6,Express,16.7,Standard,Clear,Medium,50.2,1.76,3.13,1
ORD10866,WH-North,North Zone,68.6,Truck,24.6,Standard,Clear,Medium,40.9,2.86,4.78,1
ORD10867,WH-North,Suburban,68.8,Express,28.8,High,Cloudy,High,20.3,2.86,4.76,1
ORD10868,WH-South,West Zone,9.7,Van,23.9,Standard,Rain,Medium,52.1,0.79,2.23,1
ORD10869,WH-East,City Center,9.1,Truck,18.3,Standard,Cloudy,High,53.6,1.03,2.38,1
ORD10870,WH-South,City Center,22.5,Van,15.1,Standard,Rain,Medium,45.6,1.59,3.05,1
ORD10871,WH-North,West Zone,70.2,Bike,1.7,Urgent,Clear,Low,28.9,3.03,4.71,1
ORD10872,WH-West,Suburban,12.1,Express,29.5,High,Clear,Low,31.3,0.88,0.93,0
ORD10873,WH-South,City Center,58.2,Van,11.8,High,Cloudy,Medium,36.7,2.44,4.0,1
ORD10874,WH-North,City Center,9.9,Bike,5.0,High,Clear,Low,26.6,0.91,0.9,0
ORD10875,WH-South,City Center,50.6,Van,20.2,Standard,Cloudy,Medium,55.3,2.52,4.13,1
ORD10876,WH-East,East Zone,29.8,Truck,8.9,Standard,Clear,Medium,36.7,1.53,3.23,1
ORD10877,WH-South,East Zone,63.5,Truck,17.8,High,Clear,Medium,8.0,2.48,3.9,1
ORD10878,WH-South,South Zone,20.2,Express,17.8,Standard,Storm,Medium,39.1,1.3,3.34,1
ORD10879,WH-North,North Zone,51.9,Bike,13.6,Standard,Clear,Low,30.8,2.47,3.93,1
ORD10880,WH-North,West Zone,20.4,Van,25.2,Standard,Storm,Medium,34.1,1.04,3.16,1
ORD10881,WH-North,West Zone,57.7,Van,8.3,Standard,Storm,Medium,30.6,2.58,5.16,1
ORD10882,WH-South,West Zone,70.1,Van,13.7,Urgent,Rain,High,47.7,3.06,5.98,1
ORD10883,WH-East,South Zone,11.9,Van,16.4,Standard,Cloudy,Medium,48.4,0.92,0.89,0
ORD10884,WH-West,East Zone,69.6,Van,20.1,Standard,Cloudy,High,38.4,2.89,4.99,1
ORD10885,WH-West,Suburban,48.3,Express,23.6,Standard,Rain,High,30.9,2.35,4.32,1
ORD10886,WH-North,Suburban,11.9,Truck,12.1,Urgent,Clear,Medium,37.5,0.88,1.83,1
ORD10887,WH-North,South Zone,35.3,Truck,19.6,Standard,Clear,Low,35.2,1.58,2.88,1
ORD10888,WH-South,Suburban,14.5,Van,4.9,Standard,Cloudy,Medium,25.4,0.77,0.73,0
ORD10889,WH-West,West Zone,56.6,Express,28.0,High,Clear,Medium,41.9,2.67,4.11,1
ORD10890,WH-North,North Zone,61.2,Bike,11.8,High,Clear,Medium,40.5,2.76,4.23,1
ORD10891,WH-East,City Center,10.3,Van,22.0,Standard,Clear,Medium,53.5,0.88,0.92,0
ORD10892,WH-East,East Zone,41.5,Bike,1.1,Standard,Cloudy,Medium,50.1,1.93,3.8,1
ORD10893,WH-North,East Zone,65.5,Truck,6.6,Standard,Rain,Medium,26.8,2.78,5.58,1
ORD10894,WH-North,South Zone,75.0,Van,14.9,Standard,Clear,Medium,44.8,3.05,5.23,1
ORD10895,WH-West,East Zone,42.1,Truck,26.4,Standard,Rain,Low,23.6,1.95,3.55,1
ORD10896,WH-West,West Zone,76.1,Truck,16.1,Standard,Cloudy,High,43.4,2.96,6.46,1
ORD10897,WH-South,Suburban,43.8,Van,27.9,Standard,Rain,Low,28.8,1.98,3.29,1
ORD10898,WH-West,West Zone,32.7,Express,14.8,Standard,Cloudy,Low,22.7,1.63,1.59,0
ORD10899,WH-East,South Zone,68.2,Bike,15.0,High,Rain,Medium,38.4,3.01,5.32,1
ORD10900,WH-East,West Zone,40.5,Bike,4.0,Urgent,Clear,Medium,8.0,1.94,1.93,0
ORD10901,WH-North,Suburban,38.8,Truck,24.2,High,Rain,Medium,14.0,1.98,3.51,1
ORD10902,WH-West,North Zone,40.2,Truck,7.8,Standard,Clear,Low,32.9,2.1,3.12,1
ORD10903,WH-South,South Zone,68.0,Bike,27.0,Standard,Rain,Medium,36.0,3.06,5.56,1
ORD10904,WH-East,North Zone,66.9,Truck,27.4,Urgent,Storm,Medium,33.6,2.95,6.58,1
ORD10905,WH-East,City Center,33.5,Van,28.3,Standard,Clear,High,16.0,1.7,3.18,1
ORD10906,WH-South,North Zone,28.0,Truck,15.8,Standard,Clear,High,25.2,1.38,3.41,1
ORD10907,WH-South,City Center,40.4,Bike,20.5,Standard,Rain,Medium,39.7,2.03,3.63,1
ORD10908,WH-East,City Center,46.7,Truck,23.5,High,Clear,Medium,42.0,2.37,3.71,1
ORD10909,WH-East,North Zone,20.6,Van,4.4,High,Rain,Medium,34.8,1.28,1.32,0
ORD10910,WH-South,South Zone,63.9,Bike,18.2,Standard,Clear,Low,48.9,3.01,4.39,1
ORD10911,WH-East,Suburban,39.9,Van,1.5,Standard,Clear,Medium,39.8,1.74,3.17,1
ORD10912,WH-North,West Zone,28.1,Van,15.2,Urgent,Storm,Medium,29.0,1.37,3.32,1
ORD10913,WH-North,West Zone,10.3,Van,5.1,Standard,Cloudy,High,31.6,0.97,2.34,1
ORD10914,WH-South,Suburban,20.6,Van,5.9,High,Rain,Low,18.2,1.27,1.28,0
ORD10915,WH-West,City Center,76.0,Bike,11.3,High,Clear,Medium,33.7,3.37,5.13,1
ORD10916,WH-South,City Center,25.8,Truck,13.3,High,Cloudy,Medium,48.3,1.42,3.44,1
ORD10917,WH-South,South Zone,15.2,Van,18.9,Standard,Cloudy,Medium,43.2,0.94,0.98,0
ORD10918,WH-West,East Zone,37.9,Express,2.7,Standard,Cloudy,Low,51.8,1.83,3.04,1
ORD10919,WH-West,North Zone,26.0,Express,15.4,Standard,Cloudy,High,31.4,1.24,2.41,1
ORD10920,WH-West,City Center,4.7,Express,5.9,High,Cloudy,Medium,51.2,0.53,0.5,0
ORD10921,WH-North,West Zone,27.2,Van,17.4,Urgent,Clear,Medium,35.7,1.59,2.82,1
ORD10922,WH-East,South Zone,44.4,Truck,19.3,Standard,Clear,Low,52.7,2.19,3.77,1
ORD10923,WH-North,North Zone,45.0,Express,16.9,Standard,Rain,Medium,34.7,2.15,3.12,1
ORD10924,WH-East,South Zone,29.8,Bike,22.3,Urgent,Clear,Medium,46.5,1.36,2.53,1
ORD10925,WH-North,North Zone,36.9,Van,10.4,High,Cloudy,Low,52.7,1.77,3.08,1
ORD10926,WH-East,North Zone,77.3,Van,23.1,Urgent,Clear,Low,35.7,3.11,4.97,1
ORD10927,WH-North,Suburban,31.4,Truck,13.3,Standard,Cloudy,High,37.6,1.76,4.0,1
ORD10928,WH-West,City Center,22.1,Express,14.8,Standard,Cloudy,Low,50.5,1.22,1.24,0
ORD10929,WH-South,South Zone,21.0,Truck,19.6,High,Clear,Low,33.4,1.12,1.18,0
ORD10930,WH-North,South Zone,37.7,Truck,1.0,High,Clear,Medium,19.1,1.85,3.11,1
ORD10931,WH-East,Suburban,61.2,Van,19.8,Standard,Clear,High,60.7,2.61,5.14,1
ORD10932,WH-West,West Zone,18.1,Bike,18.7,Standard,Cloudy,Low,29.4,1.32,1.28,0
ORD10933,WH-North,West Zone,57.3,Bike,9.6,Standard,Rain,Medium,36.9,2.46,4.58,1
ORD10934,WH-North,City Center,3.6,Truck,3.0,Standard,Clear,Low,48.9,0.5,0.46,0
ORD10935,WH-West,City Center,34.7,Bike,3.2,Standard,Cloudy,Low,27.7,1.48,1.49,0
ORD10936,WH-North,East Zone,62.5,Express,27.7,Urgent,Clear,Low,25.9,2.73,2.74,0
ORD10937,WH-South,Suburban,28.4,Van,20.8,Standard,Clear,High,38.0,1.45,1.44,0
ORD10938,WH-North,West Zone,46.0,Truck,4.2,High,Rain,Low,13.5,1.97,3.53,1
ORD10939,WH-South,North Zone,18.0,Van,11.0,Standard,Clear,Low,31.5,1.29,1.26,0
ORD10940,WH-South,South Zone,59.9,Bike,18.0,High,Clear,Medium,37.9,2.72,4.11,1
ORD10941,WH-West,City Center,6.1,Truck,25.1,Urgent,Clear,High,34.8,0.71,0.76,0
ORD10942,WH-North,South Zone,68.5,Bike,1.8,Standard,Clear,Low,16.5,3.11,4.66,1
ORD10943,WH-West,South Zone,17.5,Bike,7.5,Standard,Clear,Medium,54.1,1.2,2.22,1
ORD10944,WH-North,East Zone,70.2,Truck,26.7,Standard,Clear,Low,36.2,2.91,4.66,1
ORD10945,WH-North,West Zone,29.5,Express,0.8,Standard,Cloudy,Medium,52.2,1.43,3.06,1
ORD10946,WH-East,City Center,58.4,Truck,6.4,High,Clear,Medium,31.9,2.68,3.89,1
ORD10947,WH-North,South Zone,26.9,Van,28.8,Urgent,Cloudy,Medium,27.4,1.51,1.5,0
ORD10948,WH-West,City Center,72.7,Bike,18.6,Standard,Clear,Medium,38.2,3.12,5.12,1
ORD10949,WH-South,North Zone,11.9,Bike,8.2,Standard,Clear,Medium,32.4,0.82,1.95,1
ORD10950,WH-North,East Zone,15.9,Van,2.5,Standard,Cloudy,Low,20.9,1.14,1.11,0
ORD10951,WH-East,North Zone,40.5,Express,1.3,High,Storm,Medium,52.6,1.86,4.87,1
ORD10952,WH-West,City Center,8.4,Express,7.7,Standard,Clear,Low,27.5,0.79,0.78,0
ORD10953,WH-North,City Center,17.3,Van,26.5,Standard,Rain,High,12.9,1.29,2.77,1
ORD10954,WH-West,West Zone,75.6,Express,12.8,High,Cloudy,High,50.9,3.12,5.6,1
ORD10955,WH-East,South Zone,78.2,Van,21.7,High,Cloudy,High,28.9,3.1,5.44,1
ORD10956,WH-East,South Zone,31.3,Van,27.6,Standard,Cloudy,High,27.7,1.49,3.34,1
ORD10957,WH-West,North Zone,74.0,Van,12.5,High,Clear,Medium,13.8,3.26,4.68,1
ORD10958,WH-North,East Zone,44.5,Express,6.1,Standard,Clear,Medium,55.9,2.12,3.53,1
ORD10959,WH-South,Suburban,23.0,Bike,15.8,Standard,Cloudy,Low,19.5,1.31,1.3,0
ORD10960,WH-East,South Zone,56.8,Van,27.3,High,Clear,Medium,35.7,2.47,3.92,1
ORD10961,WH-North,West Zone,53.4,Truck,24.2,High,Rain,Medium,46.0,2.47,5.53,1
ORD10962,WH-North,North Zone,79.2,Bike,2.4,Standard,Clear,Medium,40.1,3.23,5.46,1
ORD10963,WH-South,North Zone,22.7,Van,20.9,Standard,Clear,High,34.3,1.35,2.97,1
ORD10964,WH-East,Suburban,54.4,Express,17.4,Standard,Cloudy,Low,14.6,2.36,3.7,1
ORD10965,WH-East,West Zone,6.1,Bike,27.3,Standard,Clear,Medium,25.3,0.61,0.35,0
ORD10966,WH-North,East Zone,10.9,Truck,4.1,Standard,Cloudy,High,37.3,0.81,2.82,1
ORD10967,WH-North,West Zone,2.3,Express,16.3,Standard,Cloudy,Low,25.6,0.54,0.4,0
ORD10968,WH-South,East Zone,80.0,Truck,26.4,Standard,Rain,Medium,37.4,3.35,5.95,1
ORD10969,WH-South,West Zone,64.6,Express,12.6,High,Rain,High,43.2,2.84,5.39,1
ORD10970,WH-East,West Zone,63.4,Bike,14.7,High,Cloudy,Medium,46.6,2.32,4.51,1
ORD10971,WH-West,City Center,41.8,Bike,2.6,High,Cloudy,Medium,20.3,1.9,3.13,1
ORD10972,WH-East,North Zone,25.4,Van,8.7,Standard,Rain,Low,61.4,1.36,2.43,1
ORD10973,WH-North,West Zone,13.8,Express,10.1,Urgent,Clear,Medium,47.2,1.17,1.22,0
ORD10974,WH-East,Suburban,24.2,Truck,28.4,High,Clear,High,35.0,1.23,2.63,1
ORD10975,WH-West,West Zone,31.3,Van,8.8,High,Clear,Medium,48.1,1.64,1.7,0
ORD10976,WH-South,South Zone,61.0,Van,14.1,High,Clear,Medium,63.4,2.86,4.88,1
ORD10977,WH-West,North Zone,44.1,Truck,20.3,Urgent,Cloudy,Low,20.7,1.92,3.33,1
ORD10978,WH-West,South Zone,8.0,Truck,5.3,Standard,Cloudy,Low,32.3,0.83,2.11,1
ORD10979,WH-West,North Zone,3.4,Bike,14.9,Standard,Cloudy,High,8.0,0.53,0.6,0
ORD10980,WH-South,South Zone,10.0,Express,22.3,High,Clear,Medium,37.3,0.8,0.75,0
ORD10981,WH-West,West Zone,34.0,Van,26.1,High,Cloudy,Medium,39.4,1.62,2.73,1
ORD10982,WH-West,West Zone,74.8,Bike,19.0,High,Clear,Low,34.5,3.08,5.18,1
ORD10983,WH-West,City Center,51.7,Van,20.2,Standard,Cloudy,Medium,27.1,2.67,4.26,1
ORD10984,WH-North,Suburban,64.5,Express,4.2,Standard,Cloudy,High,10.4,2.9,4.81,1
ORD10985,WH-West,South Zone,38.4,Bike,28.4,Standard,Clear,Medium,39.5,2.0,3.19,1
ORD10986,WH-South,East Zone,30.2,Truck,4.4,Urgent,Clear,Low,55.5,1.64,3.26,1
ORD10987,WH-West,City Center,10.5,Bike,23.4,Standard,Clear,Medium,27.9,0.68,0.64,0
ORD10988,WH-West,South Zone,70.3,Van,8.3,Standard,Rain,High,40.3,3.06,5.98,1
ORD10989,WH-South,South Zone,63.1,Truck,28.0,Standard,Rain,Medium,16.2,2.88,4.88,1
ORD10990,WH-West,City Center,15.1,Bike,21.7,Standard,Cloudy,High,40.5,0.94,2.27,1
ORD10991,WH-South,West Zone,42.0,Truck,22.7,Urgent,Clear,Medium,33.3,2.12,3.96,1
ORD10992,WH-West,South Zone,40.0,Truck,7.0,High,Clear,High,25.9,2.01,4.15,1
ORD10993,WH-South,West Zone,50.8,Truck,13.6,High,Cloudy,Medium,25.9,2.54,3.84,1
ORD10994,WH-West,City Center,75.8,Bike,18.7,Standard,Rain,Low,30.3,3.16,4.81,1
ORD10995,WH-West,West Zone,47.2,Van,23.2,High,Clear,Medium,39.6,2.05,3.79,1
ORD10996,WH-North,North Zone,44.1,Van,3.6,Standard,Clear,Low,19.3,2.03,2.05,0
ORD10997,WH-North,East Zone,5.9,Bike,28.9,High,Cloudy,High,30.2,0.88,2.08,1
ORD10998,WH-West,South Zone,6.9,Bike,26.8,Standard,Clear,High,34.5,0.53,1.63,1
ORD10999,WH-West,Suburban,16.6,Van,8.5,Standard,Clear,Medium,21.8,0.84,1.67,1
ORD11000,WH-East,East Zone,4.5,Van,24.8,High,Clear,Medium,56.6,0.67,0.63,0
